Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
064.13000,SAUR,2016,Eau (indirect),Azote total,264000,kg/an
064.13000,SAUR,2016,Eau (indirect),Demande biologique en oxygène (DBO5),1180000,kg/an
064.13000,SAUR,2016,Eau (indirect),Demande chimique en oxygène (DCO),2770000,kg/an
064.13000,SAUR,2016,Eau (indirect),Matières en suspension (MES),1350000,kg/an
064.13000,SAUR,2016,Eau (indirect),Phosphore total,31800,kg/an
100.00653,Laboratoires CHEMINEAU,2016,Air,Oxydes d'azote (NOx/NO2),1160000,kg/an
100.00653,Laboratoires CHEMINEAU,2016,Air,Protoxyde d'azote (N2O),48300,kg/an
01021035,SCEA DOMAINE DU MAS DE VILLENEUVE,2016,Air,Ammoniac (NH3),12500,kg/an
01021035,SCEA DOMAINE DU MAS DE VILLENEUVE,2016,Air,Protoxyde d'azote (N2O),16800,kg/an
01025281,EARL DE PRESSAUGE,2016,Air,Ammoniac (NH3),11100,kg/an
01046103,GAEC des Prelions,2016,Air,Ammoniac (NH3),25900,kg/an
01050004,EARL Les Cornalières,2016,Air,Ammoniac (NH3),14000,kg/an
01074121,SAS EGGTEAM AVIPONTE,2016,Air,Ammoniac (NH3),24100,kg/an
01115003,SARL de Montburon,2016,Air,Ammoniac (NH3),17200,kg/an
01147112,SCEA ROBIN,2016,Air,Ammoniac (NH3),17400,kg/an
01163009,SARL ELEVAGE DES CHARMES,2016,Air,Ammoniac (NH3),21100,kg/an
01163177,EARL des Quatres Saisons,2016,Air,Ammoniac (NH3),24000,kg/an
01301084,SARL Elevage des Marais,2016,Air,Ammoniac (NH3),24100,kg/an
01312009,PROVENT SDPR - Elevage des 3 Monts,2016,Air,Ammoniac (NH3),30100,kg/an
01346010,SCEA SOGIFRA,2016,Air,Ammoniac (NH3),22600,kg/an
01374138,GAEC de l'Orme,2016,Air,Ammoniac (NH3),19600,kg/an
01441045,SA Larçon,2016,Air,Ammoniac (NH3),11300,kg/an
01445005,EARL DU CHARPET,2016,Air,Ammoniac (NH3),11400,kg/an
02147039,SCEA des 3B,2016,Air,Ammoniac (NH3),26300,kg/an
02372851,GAEC MANSCOURT,2016,Air,Ammoniac (NH3),11900,kg/an
02422103,Elevage de la Ferme MALIN,2016,Air,Ammoniac (NH3),22400,kg/an
02559061,SARL DIANE ELEVAGE,2016,Air,Ammoniac (NH3),25200,kg/an
02813030,EARL DE LA BREZE,2016,Air,Ammoniac (NH3),10000,kg/an
03197999,EARL CHENE Alain,2016,Air,Ammoniac (NH3),10300,kg/an
03237999,AUVERGNE POUSSINS,2016,Air,Ammoniac (NH3),11800,kg/an
037.01141,DAVIGEL,2016,Air,Hydroflurocarbures (HFC),400,kg/an
039.00227,FLECHARD SAS,2016,Eau (indirect),Demande biologique en oxygène (DBO5),798000,kg/an
039.00227,FLECHARD SAS,2016,Eau (indirect),Demande chimique en oxygène (DCO),1340000,kg/an
039.00227,FLECHARD SAS,2016,Eau (indirect),Matières en suspension (MES),363000,kg/an
039.00227,FLECHARD SAS,2016,Eau (indirect),Phosphore total,7120,kg/an
051.00009,ISDND ALLEMANT,2016,Air,Méthane (CH4),434000,kg/an
051.00009,ISDND ALLEMANT,2016,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14300000,kg/an
051.00009,ISDND ALLEMANT,2016,Air,CO2 Total d'origine biomasse uniquement,14300000,kg/an
051.00028,SODELEG,2016,Air,Composés organiques volatils non méthaniques (COVNM),34400,kg/an
051.00028,SODELEG,2016,Air,Méthane (CH4),330000,kg/an
051.00097,NESTLE - Usine de Boué,2016,Air,CO2 Total d'origine non biomasse uniquement,19000000,kg/an
051.00097,NESTLE - Usine de Boué,2016,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19000000,kg/an
051.00114,Etablissement de Bucy Le Long,2016,Air,CO2 Total d'origine non biomasse uniquement,116000000,kg/an
051.00114,Etablissement de Bucy Le Long,2016,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),133000000,kg/an
051.00114,Etablissement de Bucy Le Long,2016,Air,CO2 Total d'origine biomasse uniquement,16300000,kg/an
051.00143,Greenfield SAS,2016,Air,CO2 Total d'origine non biomasse uniquement,22000000,kg/an
051.00143,Greenfield SAS,2016,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22000000,kg/an
051.00143,Greenfield SAS,2016,Eau (direct),Demande chimique en oxygène (DCO),263000,kg/an
051.00143,Greenfield SAS,2016,Sol,Cadmium et composés (exprimés en tant que Cd),7.59,kg/an
051.00143,Greenfield SAS,2016,Sol,Chrome et composés (exprimés en tant que Cr),289,kg/an
051.00143,Greenfield SAS,2016,Sol,Cuivre et composés (exprimés en tant que Cu),1990,kg/an
051.00143,Greenfield SAS,2016,Sol,Mercure et composés (exprimés en tant que Hg),4.55,kg/an
051.00143,Greenfield SAS,2016,Sol,Nickel et composés (exprimés en tant que Ni),128,kg/an
051.00143,Greenfield SAS,2016,Sol,Plomb et composés (exprimés en tant que Pb),277,kg/an
051.00143,Greenfield SAS,2016,Sol,Zinc et composés (exprimés en tant que Zn),9020,kg/an
