Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
033.00469,"Solvay Operations France, tavaux",2017,Air,Composés organiques volatils non méthaniques (COVNM),45500,kg/an
033.00469,"Solvay Operations France, tavaux",2017,Air,Hydrochlorofluorocarbures (HCFC),3640,kg/an
033.00469,"Solvay Operations France, tavaux",2017,Air,Hydroflurocarbures (HFC),3910,kg/an
033.00469,"Solvay Operations France, tavaux",2017,Air,Oxydes de soufre (SOx/SO2),173000,kg/an
033.00469,"Solvay Operations France, tavaux",2017,Air,Oxydes d'azote (NOx/NO2),368000,kg/an
033.00469,"Solvay Operations France, tavaux",2017,Air,Protoxyde d'azote (N2O),17000,kg/an
033.00469,"Solvay Operations France, tavaux",2017,Air,"Tétrachlorométhane (TCM, tétrachlorure de carbone)",375,kg/an
033.00469,"Solvay Operations France, tavaux",2017,Air,CO2 Total d'origine non biomasse uniquement,445000000,kg/an
033.00469,"Solvay Operations France, tavaux",2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),445000000,kg/an
051.00009,ISDND ALLEMANT,2017,Air,Méthane (CH4),547000,kg/an
051.00009,ISDND ALLEMANT,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15100000,kg/an
051.00009,ISDND ALLEMANT,2017,Air,CO2 Total d'origine biomasse uniquement,15100000,kg/an
051.00028,SODELEG,2017,Air,Composés organiques volatils non méthaniques (COVNM),37100,kg/an
051.00028,SODELEG,2017,Air,Méthane (CH4),338000,kg/an
051.00097,NESTLE - Usine de Boué,2017,Air,CO2 Total d'origine non biomasse uniquement,17200000,kg/an
051.00097,NESTLE - Usine de Boué,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17200000,kg/an
051.00114,Etablissement de Bucy Le Long,2017,Air,Composés organiques volatils non méthaniques (COVNM),78800,kg/an
051.00114,Etablissement de Bucy Le Long,2017,Air,Oxydes d'azote (NOx/NO2),122000,kg/an
051.00114,Etablissement de Bucy Le Long,2017,Air,CO2 Total d'origine non biomasse uniquement,135000000,kg/an
051.00114,Etablissement de Bucy Le Long,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),156000000,kg/an
051.00114,Etablissement de Bucy Le Long,2017,Air,CO2 Total d'origine biomasse uniquement,21200000,kg/an
051.00143,Greenfield SAS,2017,Air,CO2 Total d'origine non biomasse uniquement,21200000,kg/an
051.00143,Greenfield SAS,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21200000,kg/an
051.00143,Greenfield SAS,2017,Eau (direct),Demande chimique en oxygène (DCO),182000,kg/an
051.00143,Greenfield SAS,2017,Sol,Cadmium et composés (exprimés en tant que Cd),7.87,kg/an
051.00143,Greenfield SAS,2017,Sol,Chrome et composés (exprimés en tant que Cr),339,kg/an
051.00143,Greenfield SAS,2017,Sol,Cuivre et composés (exprimés en tant que Cu),1770,kg/an
051.00143,Greenfield SAS,2017,Sol,Mercure et composés (exprimés en tant que Hg),6.69,kg/an
051.00143,Greenfield SAS,2017,Sol,Nickel et composés (exprimés en tant que Ni),154,kg/an
051.00143,Greenfield SAS,2017,Sol,Plomb et composés (exprimés en tant que Pb),280,kg/an
051.00143,Greenfield SAS,2017,Sol,Zinc et composés (exprimés en tant que Zn),9050,kg/an
051.00190,Dow France SAS - Site de Chauny,2017,Air,Composés organiques volatils non méthaniques (COVNM),40900,kg/an
051.00190,Dow France SAS - Site de Chauny,2017,Eau (direct),Aldéhyde formique (formaldéhyde),1070,kg/an
051.00190,Dow France SAS - Site de Chauny,2017,Eau (direct),Chlorures (en tant que Cl total),3170000,kg/an
051.00190,Dow France SAS - Site de Chauny,2017,Eau (direct),Sulfates,3420000,kg/an
051.00203,EUROKERA,2017,Air,Hydroflurocarbures (HFC),149,kg/an
051.00257,VERALLIA-VAUXROT,2017,Air,Oxydes d'azote (NOx/NO2),160000,kg/an
051.00257,VERALLIA-VAUXROT,2017,Air,CO2 Total d'origine non biomasse uniquement,49700000,kg/an
051.00257,VERALLIA-VAUXROT,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),49700000,kg/an
051.00293,EVERBAL,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),48600000,kg/an
051.00293,EVERBAL,2017,Air,CO2 Total d'origine biomasse uniquement,48600000,kg/an
051.00293,EVERBAL,2017,Sol,Cuivre et composés (exprimés en tant que Cu),223,kg/an
051.00311,ISDND de Flavigny-le-Grand et Beaurain,2017,Air,Méthane (CH4),461000,kg/an
051.00317,SKRETTING FRANCE,2017,Eau (indirect),Demande biologique en oxygène (DBO5),43100,kg/an
051.00349,SOPROCOS,2017,Air,Composés organiques volatils non méthaniques (COVNM),142000,kg/an
051.00364,Godin,2017,Eau (direct),Cadmium et composés (exprimés en tant que Cd),1.47,kg/an
051.00400,CROWN Food France,2017,Air,Composés organiques volatils non méthaniques (COVNM),125000,kg/an
051.00467,ROQUETTE Frères,2017,Air,Hydroflurocarbures (HFC),166,kg/an
051.00467,ROQUETTE Frères,2017,Air,CO2 Total d'origine non biomasse uniquement,24000000,kg/an
051.00467,ROQUETTE Frères,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24000000,kg/an
051.00467,ROQUETTE Frères,2017,Sol,Zinc et composés (exprimés en tant que Zn),166,kg/an
051.00494,NOVABION,2017,Air,CO2 Total d'origine non biomasse uniquement,11800000,kg/an
051.00494,NOVABION,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11800000,kg/an
051.00507,Chaufferie ZUP St Quentin,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13100000,kg/an
051.00507,Chaufferie ZUP St Quentin,2017,Air,CO2 Total d'origine biomasse uniquement,13100000,kg/an
051.00521,TEREOS France,2017,Air,Composés organiques volatils non méthaniques (COVNM),258000,kg/an
051.00521,TEREOS France,2017,Air,Oxydes d'azote (NOx/NO2),299000,kg/an
051.00521,TEREOS France,2017,Air,Protoxyde d'azote (N2O),10400,kg/an
051.00521,TEREOS France,2017,Air,CO2 Total d'origine non biomasse uniquement,239000000,kg/an
051.00521,TEREOS France,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),448000000,kg/an
051.00521,TEREOS France,2017,Air,CO2 Total d'origine biomasse uniquement,209000000,kg/an
051.00521,TEREOS France,2017,Eau (direct),Demande chimique en oxygène (DCO),285000,kg/an
051.00521,TEREOS France,2017,Eau (direct),Nickel et composés (exprimés en tant que Ni),28.8,kg/an
051.00521,TEREOS France,2017,Sol,Phosphore total,19000,kg/an
051.00521,TEREOS France,2017,Sol,Zinc et composés (exprimés en tant que Zn),227,kg/an
051.00562,MBK INDUSTRIE,2017,Air,Composés organiques volatils non méthaniques (COVNM),52800,kg/an
051.00756,ATEMAX France - Usine de Vénérolles,2017,Air,CO2 Total d'origine non biomasse uniquement,19100000,kg/an
051.00756,ATEMAX France - Usine de Vénérolles,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19100000,kg/an
051.00757,SAICA PAPER FRANCE,2017,Air,CO2 Total d'origine non biomasse uniquement,62600000,kg/an
051.00757,SAICA PAPER FRANCE,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),62600000,kg/an
051.00757,SAICA PAPER FRANCE,2017,Eau (direct),Demande chimique en oxygène (DCO),167000,kg/an
051.00757,SAICA PAPER FRANCE,2017,Sol,Azote total,58800,kg/an
051.00757,SAICA PAPER FRANCE,2017,Sol,Chrome et composés (exprimés en tant que Cr),218,kg/an
051.00757,SAICA PAPER FRANCE,2017,Sol,Cuivre et composés (exprimés en tant que Cu),1320,kg/an
051.00757,SAICA PAPER FRANCE,2017,Sol,Mercure et composés (exprimés en tant que Hg),2.48,kg/an
051.00757,SAICA PAPER FRANCE,2017,Sol,Nickel et composés (exprimés en tant que Ni),112,kg/an
051.00757,SAICA PAPER FRANCE,2017,Sol,Plomb et composés (exprimés en tant que Pb),259,kg/an
051.00757,SAICA PAPER FRANCE,2017,Sol,Zinc et composés (exprimés en tant que Zn),2230,kg/an
051.00850,SINIAT,2017,Air,CO2 Total d'origine non biomasse uniquement,57300000,kg/an
051.00850,SINIAT,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),57300000,kg/an
051.00909,VISKASE,2017,Air,Sulfure de carbone,549000,kg/an
051.00909,VISKASE,2017,Air,Sulfure d'hydrogène (H2S),98000,kg/an
051.00912,AGCO,2017,Air,Composés organiques volatils non méthaniques (COVNM),86500,kg/an
051.00917,SOLABIA,2017,Air,Composés organiques volatils non méthaniques (COVNM),107000,kg/an
051.00917,SOLABIA,2017,Eau (indirect),Demande biologique en oxygène (DBO5),48400,kg/an
051.00918,SPONTEX SAS,2017,Air,Sulfure de carbone,234000,kg/an
051.00918,SPONTEX SAS,2017,Air,Sulfure d'hydrogène (H2S),31100,kg/an
051.00918,SPONTEX SAS,2017,Air,CO2 Total d'origine non biomasse uniquement,29600000,kg/an
051.00918,SPONTEX SAS,2017,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),29600000,kg/an
